route_id,driver_id,stop_id,planned_sequence,actual_sequence,lat,lng,service_time_min,planned_distance,actual_distance,planned_duration,actual_duration
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_21,21,21,59.966227,10.743505,7.1,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_22,22,22,59.9808,10.728114,4.1,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_23,23,23,59.948672,10.724839,6.1,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_24,24,24,59.977967,10.71591,3.5,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_25,25,25,59.938617,10.751129,6.0,62.32,66.53,405.4,416.7
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_01,1,1,59.921468,10.762116,3.9,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_02,2,18,59.924223,10.7788,7.6,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_03,3,3,59.916065,10.788499,6.2,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_04,4,4,59.895107,10.793476,3.9,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_05,5,5,59.951986,10.762584,5.1,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_06,6,6,59.899442,10.813477,5.5,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_07,7,7,59.930044,10.757689,6.7,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_08,8,8,59.906916,10.807547,4.0,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_09,9,9,59.905763,10.755857,5.4,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_10,10,10,59.928212,10.757607,6.9,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_11,11,11,59.921519,10.785128,5.2,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_12,12,16,59.918367,10.787243,3.8,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_13,13,13,59.905237,10.805371,7.7,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_14,14,14,59.91672,10.769909,6.2,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_15,15,15,59.918845,10.755187,3.8,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_16,16,12,59.93728,10.7932,3.1,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_17,17,17,59.90764,10.767529,6.4,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_18,18,2,59.895504,10.759911,7.0,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_19,19,19,59.905034,10.792829,4.2,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_20,20,20,59.900288,10.768254,6.6,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_21,21,21,59.945663,10.803477,5.0,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_22,22,22,59.934406,10.765963,4.5,61.9,73.01,393.6,490.1
RO_OSLO_012,DRV_106,STP_RO_OSLO_012_23,23,23,59.948101,10.754444,3.4,61.9,73.01,393.6,490.1
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_01,1,1,59.994238,10.69933,4.7,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_02,2,2,59.989107,10.683628,3.2,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_03,3,3,59.98944,10.682556,6.9,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_04,4,4,59.961366,10.713508,4.1,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_05,5,5,59.998073,10.70863,3.6,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_06,6,6,59.973547,10.720966,5.4,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_07,7,7,59.950527,10.690931,5.6,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_08,8,8,59.984102,10.703775,5.0,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_09,9,9,59.952682,10.700548,5.1,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_10,10,10,59.947537,10.715879,6.5,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_11,11,11,59.980592,10.711199,5.6,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_12,12,12,59.988504,10.69173,3.3,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_13,13,13,59.963915,10.691692,6.6,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_14,14,14,59.945995,10.670245,4.3,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_15,15,15,59.95559,10.705775,4.3,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_16,16,16,59.977586,10.691501,5.9,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_17,17,17,59.989887,10.686107,6.9,60.06,62.83,360.3,380.2
RO_OSLO_013,DRV_107,STP_RO_OSLO_013_18,18,18,59.964923,10.683077,7.8,60.06,62.83,360.3,380.2
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_01,1,1,59.838488,10.781847,4.5,34.81,36.06,216.6,223.9
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_02,2,2,59.851132,10.767267,6.3,34.81,36.06,216.6,223.9
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_03,3,3,59.873358,10.782659,4.1,34.81,36.06,216.6,223.9
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_04,4,4,59.819019,10.75444,6.0,34.81,36.06,216.6,223.9
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_05,5,5,59.820233,10.768486,6.0,34.81,36.06,216.6,223.9
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_06,6,6,59.837202,10.784959,3.5,34.81,36.06,216.6,223.9
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_07,7,7,59.821656,10.782396,5.5,34.81,36.06,216.6,223.9
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_08,8,8,59.858452,10.764794,4.2,34.81,36.06,216.6,223.9
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_09,9,9,59.866294,10.786669,6.5,34.81,36.06,216.6,223.9
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_10,10,10,59.833476,10.774118,4.8,34.81,36.06,216.6,223.9
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_11,11,11,59.822643,10.793743,3.7,34.81,36.06,216.6,223.9
RO_OSLO_014,DRV_101,STP_RO_OSLO_014_12,12,12,59.874162,10.765465,3.9,34.81,36.06,216.6,223.9
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_01,1,1,59.976332,10.801096,7.4,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_02,2,2,59.994159,10.77752,3.1,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_03,3,3,60.009413,10.764819,7.4,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_04,4,23,59.988944,10.819887,7.0,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_05,5,5,60.017083,10.784585,6.8,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_06,6,6,59.981323,10.792335,6.1,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_07,7,7,60.009628,10.822588,6.8,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_08,8,8,59.982273,10.788824,6.7,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_09,9,9,59.971534,10.770171,4.8,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_10,10,10,59.974442,10.781321,4.2,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_11,11,11,59.959733,10.764615,7.9,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_12,12,12,59.982874,10.786602,6.4,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_13,13,25,59.970303,10.82054,6.9,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_14,14,14,59.962572,10.788598,7.4,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_15,15,15,60.013891,10.791587,6.1,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_16,16,16,59.967229,10.823013,4.2,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_17,17,17,60.013771,10.802522,6.0,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_18,18,18,59.987969,10.777383,3.9,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_19,19,19,59.970436,10.774729,6.9,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_20,20,20,59.978215,10.767013,7.8,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_21,21,21,60.010234,10.819208,8.0,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_22,22,22,59.967641,10.787317,6.8,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_23,23,4,59.998969,10.772777,7.1,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_24,24,24,59.970674,10.776972,5.7,50.56,60.18,352.5,450.1
RO_OSLO_015,DRV_102,STP_RO_OSLO_015_25,25,13,59.992784,10.798348,3.5,50.56,60.18,352.5,450.1
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_01,1,1,59.868613,10.705617,7.7,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_02,2,2,59.9106,10.702757,4.3,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_03,3,3,59.866792,10.727616,3.2,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_04,4,4,59.898443,10.743601,3.5,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_05,5,5,59.920156,10.745362,3.3,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_06,6,6,59.919462,10.716838,7.5,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_07,7,7,59.900766,10.7256,5.7,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_08,8,8,59.918357,10.729908,5.6,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_09,9,9,59.918577,10.700591,3.8,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_10,10,10,59.876111,10.705914,4.2,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_11,11,11,59.922293,10.692224,6.5,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_12,12,12,59.87784,10.738772,7.8,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_13,13,13,59.894415,10.738618,3.0,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_14,14,14,59.915684,10.699591,7.5,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_15,15,15,59.866554,10.719244,6.8,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_16,16,16,59.882008,10.697461,3.4,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_17,17,17,59.886073,10.719464,3.6,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_18,18,18,59.889089,10.686418,7.1,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_19,19,19,59.874194,10.702874,3.1,44.07,44.13,298.3,319.3
RO_OSLO_016,DRV_103,STP_RO_OSLO_016_20,20,20,59.892422,10.736281,5.0,44.07,44.13,298.3,319.3
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_01,1,1,59.971082,10.701092,3.3,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_02,2,2,59.987955,10.679355,6.1,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_03,3,3,59.955769,10.710894,7.9,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_04,4,4,60.011157,10.703581,3.7,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_05,5,5,59.99852,10.660077,3.1,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_06,6,6,59.972441,10.68792,6.9,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_07,7,7,59.994022,10.685356,4.4,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_08,8,8,60.012852,10.684172,5.3,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_09,9,9,59.962842,10.70629,6.5,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_10,10,10,59.966271,10.663544,6.4,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_11,11,11,59.992295,10.674997,7.8,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_12,12,12,59.962088,10.684542,7.7,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_13,13,13,59.978208,10.696913,5.0,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_14,14,14,59.969477,10.71764,5.0,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_15,15,15,60.00667,10.672399,4.1,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_16,16,16,59.954893,10.697702,4.8,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_17,17,17,60.004886,10.686994,7.8,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_18,18,18,59.964156,10.710719,6.9,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_19,19,19,59.99928,10.709289,6.8,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_20,20,20,59.990598,10.666476,3.2,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_21,21,21,60.008275,10.695601,7.0,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_22,22,22,59.981916,10.66564,3.6,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_23,23,23,59.994158,10.68442,4.0,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_24,24,24,59.98252,10.662454,5.9,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_25,25,25,59.969164,10.706455,4.6,62.49,65.49,411.2,419.9
RO_OSLO_017,DRV_104,STP_RO_OSLO_017_26,26,26,59.980338,10.659299,3.4,62.49,65.49,411.2,419.9
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_01,1,1,59.885117,10.854264,7.7,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_02,2,2,59.904705,10.845157,6.1,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_03,3,18,59.896251,10.837801,5.8,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_04,4,4,59.903036,10.845182,5.4,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_05,5,17,59.869632,10.807992,5.2,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_06,6,6,59.910677,10.833749,6.3,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_07,7,7,59.895944,10.835096,4.6,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_08,8,8,59.895398,10.842809,7.4,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_09,9,9,59.893207,10.800772,3.8,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_10,10,10,59.868439,10.837348,4.7,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_11,11,11,59.899736,10.827749,3.4,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_12,12,12,59.891383,10.811386,5.1,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_13,13,13,59.879402,10.848579,3.9,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_14,14,14,59.924834,10.823106,7.2,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_15,15,15,59.904913,10.842273,6.8,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_16,16,16,59.897478,10.83075,5.6,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_17,17,5,59.902471,10.799916,5.0,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_18,18,3,59.903559,10.834015,7.0,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_19,19,19,59.906488,10.85768,4.4,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_20,20,20,59.888736,10.821183,5.3,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_21,21,21,59.917347,10.8123,6.9,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_22,22,22,59.891506,10.834263,6.2,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_23,23,23,59.889558,10.828909,5.1,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_24,24,24,59.871335,10.824382,3.5,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_25,25,25,59.891488,10.833727,5.9,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_26,26,26,59.906944,10.803868,6.3,53.88,63.59,377.5,482.0
RO_OSLO_018,DRV_105,STP_RO_OSLO_018_27,27,27,59.885916,10.822095,7.3,53.88,63.59,377.5,482.0
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_01,1,1,59.870093,10.770366,3.8,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_02,2,2,59.887117,10.786176,7.1,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_03,3,3,59.881784,10.780879,6.1,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_04,4,4,59.898337,10.775978,3.8,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_05,5,5,59.858131,10.81014,6.3,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_06,6,6,59.884408,10.816606,7.0,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_07,7,7,59.891052,10.818052,4.0,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_08,8,8,59.862646,10.782141,3.3,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_09,9,9,59.887801,10.822152,3.2,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_10,10,10,59.863257,10.793088,7.7,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_11,11,11,59.8749,10.79639,3.2,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_12,12,12,59.864831,10.825154,7.8,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_13,13,13,59.856227,10.823064,6.2,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_14,14,14,59.908006,10.79324,5.6,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_15,15,15,59.885261,10.805968,3.7,30.23,33.71,216.0,226.6
RO_OSLO_019,DRV_106,STP_RO_OSLO_019_16,16,16,59.857729,10.784431,6.5,30.23,33.71,216.0,226.6
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_01,1,1,59.935238,10.725982,4.3,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_02,2,2,59.960862,10.726899,4.9,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_03,3,3,59.922215,10.68283,7.2,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_04,4,4,59.97304,10.714292,3.6,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_05,5,5,59.968894,10.723302,6.0,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_06,6,6,59.977616,10.717791,6.3,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_07,7,7,59.955795,10.689096,3.8,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_08,8,8,59.957461,10.687268,7.3,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_09,9,9,59.980764,10.713327,3.5,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_10,10,10,59.938485,10.674728,6.3,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_11,11,11,59.967075,10.723722,5.2,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_12,12,12,59.975246,10.720855,4.6,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_13,13,13,59.973298,10.690721,4.5,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_14,14,14,59.960108,10.687884,6.2,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_15,15,15,59.957754,10.701987,4.9,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_16,16,16,59.954074,10.70397,5.7,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_17,17,17,59.947829,10.669061,5.9,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_18,18,18,59.93127,10.706736,6.8,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_19,19,19,59.951191,10.700723,7.8,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_20,20,20,59.971994,10.723035,7.1,32.53,35.1,251.4,257.1
RO_OSLO_020,DRV_107,STP_RO_OSLO_020_21,21,21,59.927699,10.677121,5.6,32.53,35.1,251.4,257.1
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_01,1,1,59.938221,10.761875,5.6,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_02,2,2,59.896015,10.73962,6.2,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_03,3,3,59.920187,10.775077,7.0,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_04,4,4,59.928073,10.749951,4.8,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_05,5,5,59.94363,10.785661,5.8,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_06,6,6,59.904615,10.757588,6.7,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_07,7,7,59.940347,10.77975,7.0,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_08,8,8,59.935276,10.748447,5.1,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_09,9,9,59.898455,10.753579,7.3,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_10,10,12,59.91765,10.771586,3.9,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_11,11,11,59.908013,10.75328,4.0,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_12,12,10,59.927554,10.754878,6.2,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_13,13,13,59.892784,10.747971,4.4,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_14,14,14,59.925099,10.780015,5.2,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_15,15,15,59.916024,10.782936,3.1,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_16,16,16,59.909742,10.788587,6.0,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_17,17,17,59.90951,10.793796,6.9,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_18,18,18,59.90517,10.778182,6.0,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_19,19,19,59.913348,10.761482,4.7,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_20,20,20,59.926306,10.766009,7.2,55.6,66.19,380.2,484.6
RO_OSLO_021,DRV_101,STP_RO_OSLO_021_21,21,21,59.929453,10.743661,6.2,55.6,66.19,380.2,484.6
